Ano;Mês;Município;Município do Porto de Saída;Aparelho de Pesca;Nível Taxonômico;Pescado;Tipo de Pesca;kg no Período;nº de descargas do período;nº de Unidades Produtivas;valor estimado no período
2016;10;Antonina;Antonina;arrasto-simples;Peixe Ósseo;Bagre-amarelo;Artesanal;2.00;1;1;R$ 6.00
2016;10;Antonina;Antonina;arrasto-simples;Peixe Ósseo;Pescada-amarela;Artesanal;1.50;1;1;R$ 28.28
2016;10;Antonina;Antonina;emalhe-de-batida;Peixe Ósseo;Bagre-amarelo;Artesanal;21.00;2;1;R$ 63.00
2016;10;Antonina;Antonina;emalhe-de-batida;Peixe Ósseo;Parati;Artesanal;3.00;1;1;R$ 15.00
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Bagre-amarelo;Artesanal;70.00;8;4;R$ 210.00
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;1.00;1;1;R$ 7.00
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Corvina;Artesanal;1.00;1;1;R$ 9.24
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Parati;Artesanal;35.00;1;1;R$ 175.00
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;Artesanal;5.00;2;1;R$ 94.25
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Robalo-flecha;Artesanal;4.00;1;1;R$ 82.08
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Robalo-peva;Artesanal;55.00;9;4;R$ 1100.00
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Saguá;Artesanal;15.00;1;1;R$ 111.90
2016;10;Antonina;Antonina;emalhe-de-fundo;Peixe Ósseo;Tainha;Artesanal;22.00;6;3;R$ 240.46
2016;10;Antonina;Antonina;emalhe-de-superfície;Peixe Ósseo;Parati;Artesanal;15.00;1;1;R$ 75.00
2016;10;Antonina;Antonina;emalhe-de-superfície;Peixe Ósseo;Tainha;Artesanal;30.00;1;1;R$ 327.90
2016;10;Antonina;Antonina;emalhes-diversos;Peixe Ósseo;Bagre-amarelo;Artesanal;18.00;4;1;R$ 54.00
2016;10;Antonina;Antonina;emalhes-diversos;Peixe Ósseo;Robalo-peva;Artesanal;9.00;3;1;R$ 180.00
2016;10;Antonina;Antonina;emalhes-diversos;Peixe Ósseo;Tainha;Artesanal;9.00;4;1;R$ 98.37
2016;10;Antonina;Antonina;espinhéis-diversos;Peixe Ósseo;Bagre-amarelo;Artesanal;207.00;7;3;R$ 717.20
2016;10;Antonina;Antonina;espinhéis-diversos;Peixe Ósseo;Bagre-branco;Artesanal;25.00;1;1;R$ 175.00
2016;10;Antonina;Antonina;extrativismo;Molusco;Mexilhão-do-mangue;Artesanal;55.00;9;4;R$ 275.00
2016;10;Antonina;Antonina;extrativismo;Molusco;Ostra;Artesanal;29.88;2;1;R$ 288.04
2016;10;Antonina;Antonina;gaiola;Crustáceo;Siri-azul;Artesanal;3.00;1;1;R$ 63.42
2016;10;Antonina;Antonina;gerival;Crustáceo;Camarão-estuarino;Artesanal;64.91;31;11;R$ 1668.01
2016;10;Antonina;Antonina;linha-de-mão;Peixe Ósseo;Acará;Artesanal;1.00;1;1;R$ 0.00
2016;10;Antonina;Antonina;linha-de-mão;Peixe Ósseo;Bagre-branco;Artesanal;5.00;1;1;R$ 35.00
2016;10;Antonina;Antonina;linha-de-mão;Peixe Ósseo;Baiacú;Artesanal;7.50;3;3;R$ 126.30
2016;10;Antonina;Antonina;linha-de-mão;Peixe Ósseo;Bicuda;Artesanal;2.70;1;1;R$ 0.00
2016;10;Antonina;Antonina;linha-de-mão;Peixe Ósseo;Robalo-peva;Artesanal;3.00;2;1;R$ 60.00
2016;10;Antonina;Antonina;puçá;Crustáceo;Siri-azul;Artesanal;162.40;37;15;R$ 3433.14
2016;10;Antonina;Antonina;vara-de-pesca;Peixe Ósseo;Acará;Artesanal;1.00;1;1;R$ 0.00
2016;10;Antonina;Antonina;vara-de-pesca;Peixe Ósseo;Bagre-amarelo;Artesanal;3.00;1;1;R$ 9.00
2016;10;Antonina;Antonina;vara-de-pesca;Peixe Ósseo;Lambari;Artesanal;0.50;1;1;R$ 0.00
2016;10;Antonina;Antonina;vara-de-pesca;Peixe Ósseo;Nhacunda;Artesanal;0.50;1;1;R$ 0.00
2016;10;Antonina;Antonina;vara-de-pesca;Peixe Ósseo;Robalo-flecha;Artesanal;2.50;1;1;R$ 51.30
2016;10;Antonina;Antonina;vara-de-pesca;Peixe Ósseo;Robalo-peva;Artesanal;2.00;1;1;R$ 40.00
2016;10;Guaraqueçaba;Guaraqueçaba;arrasto-duplo;Crustáceo;Camarão-sete-barbas;Artesanal;1505.00;42;13;R$ 22188.00
2016;10;Guaraqueçaba;Guaraqueçaba;arrasto-duplo;Molusco;Lula;Artesanal;4.00;2;1;R$ 0.00
2016;10;Guaraqueçaba;Guaraqueçaba;cerco/puçá;Peixe Ósseo;Sardinha-bandeira;Artesanal;2000.00;1;1;R$ 0.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Bagre-amarelo;Artesanal;88.00;6;5;R$ 616.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;1103.80;60;21;R$ 3087.25
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Baiacú;Artesanal;20.00;1;1;R$ 240.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Betara;Artesanal;22.00;3;3;R$ 44.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Carapeba;Artesanal;70.00;8;5;R$ 245.70
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Corvina;Artesanal;197.00;14;8;R$ 807.50
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Guaivira;Artesanal;5.00;1;1;R$ 20.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Linguado;Artesanal;29.00;4;2;R$ 290.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Miraguaia;Artesanal;21.00;1;1;R$ 227.01
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Mistura;Artesanal;20.20;3;3;R$ 10.10
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Pararê;Artesanal;3.00;1;1;R$ 24.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;Artesanal;6.40;1;1;R$ 128.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;Artesanal;52.00;6;6;R$ 454.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Pescada-foguete;Artesanal;1137.70;33;14;R$ 6043.70
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Prejereba;Artesanal;45.00;2;2;R$ 1305.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Robalo-flecha;Artesanal;68.00;4;3;R$ 1366.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Robalo-peva;Artesanal;146.08;10;7;R$ 1238.14
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Sardinha-cascuda;Artesanal;10.00;1;1;R$ 0.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-fundo;Peixe Ósseo;Tainha;Artesanal;10.00;1;1;R$ 60.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Bagre;Artesanal;3.00;1;1;R$ 22.65
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Bagre-branco;Artesanal;40.00;1;1;R$ 98.26
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Baiacú;Artesanal;5.00;1;1;R$ 50.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Carapeba;Artesanal;9.00;1;1;R$ 9.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Caratinga;Artesanal;1.00;1;1;R$ 10.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Guaivira;Artesanal;135.50;9;8;R$ 485.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Miraguaia;Artesanal;40.00;1;1;R$ 432.40
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Parati;Artesanal;830.00;28;13;R$ 950.60
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Parati-barbudo;Artesanal;2.00;1;1;R$ 0.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Pescada-amarela;Artesanal;44.00;3;2;R$ 352.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Pescada-branca;Artesanal;87.00;5;3;R$ 696.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Robalo-peva;Artesanal;25.00;2;2;R$ 237.50
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Sardinha-xingó;Artesanal;50.00;1;1;R$ 0.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Tainha;Artesanal;250.00;14;10;R$ 996.71
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Baiacú;Artesanal;56.00;1;1;R$ 672.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Corvina;Artesanal;2.00;1;1;R$ 8.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Linguado;Artesanal;2.30;1;1;R$ 345.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Pescada-amarela;Artesanal;4.80;1;1;R$ 38.40
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Pescada-foguete;Artesanal;40.00;1;1;R$ 160.00
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Pescadas agrupadas;Artesanal;7.30;1;1;R$ 87.60
2016;10;Guaraqueçaba;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Robalo;Artesanal;12.00;1;1;R$ 336.00
2016;10;Guaraqueçaba;Guaraqueçaba;espinhel-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;126.90;7;2;R$ 293.79
2016;10;Guaraqueçaba;Guaraqueçaba;espinhel-de-fundo;Peixe Ósseo;Mistura;Artesanal;16.30;1;1;R$ 8.15
2016;10;Guaraqueçaba;Guaraqueçaba;extrativismo;Molusco;Mexilhão-do-mangue;Artesanal;20.00;3;3;R$ 300.00
2016;10;Guaraqueçaba;Guaraqueçaba;extrativismo;Molusco;Ostra;Artesanal;1826.83;11;11;R$ 1487.17
2016;10;Guaraqueçaba;Guaraqueçaba;gaiola;Crustáceo;Siri-azul;Artesanal;55.90;3;3;R$ 162.67
2016;10;Guaraqueçaba;Guaraqueçaba;gaiola;Crustáceo;Siris agrupados;Artesanal;103.20;5;5;R$ 300.31
2016;10;Guaraqueçaba;Guaraqueçaba;gaiola;Peixe Ósseo;Baiacú;Artesanal;12.00;2;2;R$ 144.00
2016;10;Guaraqueçaba;Guaraqueçaba;gerival;Crustáceo;Camarão-estuarino;Artesanal;222.04;14;13;R$ 5562.96
2016;10;Guaraqueçaba;Guaraqueçaba;linha-de-mão;Peixe Ósseo;Baiacú;Artesanal;43.00;4;2;R$ 516.00
2016;10;Guaraqueçaba;Guaraqueçaba;linha-de-mão;Peixe Ósseo;Robalo-peva;Artesanal;4.00;1;1;R$ 36.50
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Crustáceo;Camarão-legítimo;Artesanal;2.00;1;1;R$ 67.00
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Crustáceo;Camarão-sete-barbas;Artesanal;56.00;3;1;R$ 1316.00
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Bagre-branco;Artesanal;3.00;1;1;R$ 7.37
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Baiacú;Artesanal;2.50;1;1;R$ 30.00
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Caratinga;Artesanal;20.00;5;2;R$ 200.00
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Mistura;Artesanal;3.00;1;1;R$ 1.50
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Parati;Artesanal;22.00;5;3;R$ 32.85
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Paru;Artesanal;5.00;2;1;R$ 12.50
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Robalo-peva;Artesanal;9.50;3;3;R$ 76.90
2016;10;Guaraqueçaba;Guaraqueçaba;tarrafa;Peixe Ósseo;Tainha;Artesanal;7.50;5;2;R$ 37.50
2016;10;Guaraqueçaba;Guaraqueçaba;;;;Artesanal;0.00;4;4;R$ 0.00
2016;10;Guaraqueçaba;;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;10.50;1;1;R$ 15.75
2016;10;Guaraqueçaba;;emalhe-de-fundo;Peixe Ósseo;Pescada-foguete;Artesanal;11.00;1;1;R$ 38.50
2016;10;Guaratuba;Guaratuba;arrasto-duplo;Crustáceo;Camarão-legítimo;Artesanal;200.00;17;13;R$ 7000.00
2016;10;Guaratuba;Guaratuba;arrasto-duplo;Crustáceo;Camarão-sete-barbas;Artesanal;7829.43;29;21;R$ 35381.27
2016;10;Guaratuba;Guaratuba;arrasto-duplo;Peixe Ósseo;Corvina;Artesanal;15.00;1;1;R$ 36.30
2016;10;Guaratuba;Guaratuba;arrasto-duplo;Peixe Ósseo;Mistura;Artesanal;381.00;9;7;R$ 457.20
2016;10;Guaratuba;Guaratuba;arrasto-simples;Crustáceo;Camarão-legítimo;Artesanal;2.90;3;3;R$ 101.50
2016;10;Guaratuba;Guaratuba;arrasto-simples;Crustáceo;Camarão-sete-barbas;Artesanal;52.00;4;4;R$ 244.40
2016;10;Guaratuba;Guaratuba;arrasto-simples;Peixe Ósseo;Mistura;Artesanal;4.00;1;1;R$ 4.80
2016;10;Guaratuba;Guaratuba;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;20.00;1;1;R$ 73.60
2016;10;Guaratuba;Guaratuba;emalhe-de-fundo;Peixe Ósseo;Corvina;Artesanal;20.00;1;1;R$ 48.40
2016;10;Guaratuba;Guaratuba;emalhe-de-fundo;Peixe Ósseo;Mistura;Artesanal;10.00;1;1;R$ 12.00
2016;10;Guaratuba;Guaratuba;emalhes-diversos;Peixe Ósseo;Betara;Artesanal;80.00;1;1;R$ 0.00
2016;10;Guaratuba;Guaratuba;emalhes-diversos;Peixe Ósseo;Parati;Artesanal;100.00;1;1;R$ 399.00
2016;10;Guaratuba;Guaratuba;emalhes-diversos;Peixe Ósseo;Pescada-foguete;Artesanal;40.00;1;1;R$ 0.00
2016;10;Guaratuba;Guaratuba;gerival;Crustáceo;Camarão-estuarino;Artesanal;6.72;1;1;R$ 560.00
2016;10;Guaratuba;Guaratuba;tarrafa;Peixe Ósseo;Caratinga;Artesanal;18.50;9;1;R$ 34.60
2016;10;Guaratuba;Guaratuba;tarrafa;Peixe Ósseo;Corvina;Artesanal;2.80;3;1;R$ 6.78
2016;10;Guaratuba;Guaratuba;tarrafa;Peixe Ósseo;Espada;Artesanal;2.20;3;1;R$ 3.04
2016;10;Guaratuba;Guaratuba;tarrafa;Peixe Ósseo;Guaivira;Artesanal;3.00;1;1;R$ 0.00
2016;10;Guaratuba;Guaratuba;tarrafa;Peixe Ósseo;Parati;Artesanal;28.60;10;1;R$ 114.11
2016;10;Guaratuba;Guaratuba;tarrafa;Peixe Ósseo;Pescada-amarela;Artesanal;0.50;1;1;R$ 3.00
2016;10;Guaratuba;Guaratuba;vara-de-pesca;Peixe Ósseo;Bagre-branco;Artesanal;15.00;1;1;R$ 55.20
2016;10;Guaratuba;Guaratuba;vara-de-pesca;Peixe Ósseo;Betara;Artesanal;4.00;1;1;R$ 0.00
2016;10;Matinhos;Guaratuba;arrasto-duplo;Crustáceo;Camarão-sete-barbas;Artesanal;1.09;1;1;R$ 27.25
2016;10;Matinhos;Matinhos;arrasto-duplo;Crustáceo;Camarão-sete-barbas;Artesanal;20.00;1;1;R$ 500.00
2016;10;Matinhos;Matinhos;arrasto-simples;Crustáceo;Camarão-legítimo;Artesanal;7.50;4;3;R$ 371.51
2016;10;Matinhos;Matinhos;arrasto-simples;Crustáceo;Camarão-sete-barbas;Artesanal;80.00;7;3;R$ 2000.00
2016;10;Matinhos;Matinhos;arrasto-simples;Peixe Ósseo;Mistura;Artesanal;25.00;2;2;R$ 57.25
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Crustáceo;Camarão-legítimo;Artesanal;73.00;3;3;R$ 3616.06
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Molusco;Lula;Artesanal;10.00;1;1;R$ 0.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Cartilaginoso;Cação-rola-rola;Artesanal;6.00;1;1;R$ 72.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Cartilaginoso;Cações agrupados;Artesanal;4.00;1;1;R$ 32.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Cartilaginoso;Cambeva;Artesanal;15.00;1;1;R$ 180.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Cartilaginoso;Viola;Artesanal;54.00;5;5;R$ 676.08
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Atuns agrupados;Artesanal;10.00;1;1;R$ 74.60
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;1135.00;16;6;R$ 11350.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Betara;Artesanal;1088.00;16;6;R$ 3798.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Corvina;Artesanal;709.00;26;12;R$ 3797.64
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Enchova;Artesanal;7.00;1;1;R$ 28.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Espada;Artesanal;58.00;5;3;R$ 348.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Guaivira;Artesanal;125.00;3;2;R$ 427.50
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Linguado;Artesanal;106.00;9;6;R$ 1908.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Linguado-areia;Artesanal;10.00;1;1;R$ 170.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Mistura;Artesanal;1345.00;67;28;R$ 3080.05
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Parati;Artesanal;30.00;2;2;R$ 150.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Pargo-rosa;Artesanal;18.00;1;1;R$ 180.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Paru;Artesanal;25.00;2;2;R$ 125.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;Artesanal;446.00;27;9;R$ 3122.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;Artesanal;727.00;45;22;R$ 7924.30
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Pescada-foguete;Artesanal;23.00;1;1;R$ 230.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Pescadas agrupadas;Artesanal;105.00;5;3;R$ 100.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Robalo;Artesanal;52.00;3;1;R$ 520.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Robalo-peva;Artesanal;220.00;13;6;R$ 4400.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Sardinha-verdadeira;Artesanal;86.00;2;2;R$ 602.00
2016;10;Matinhos;Matinhos;emalhe-de-fundo;Peixe Ósseo;Sororoca;Artesanal;180.00;13;11;R$ 1800.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Cartilaginoso;Cações agrupados;Artesanal;20.00;1;1;R$ 160.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Bagre-branco;Artesanal;80.00;2;2;R$ 800.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Caratinga;Artesanal;13.00;1;1;R$ 91.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Corvina;Artesanal;119.00;5;5;R$ 652.12
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Enchova;Artesanal;3.00;1;1;R$ 12.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Espada;Artesanal;15.00;1;1;R$ 90.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Galo;Artesanal;22.00;1;1;R$ 143.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Guaivira;Artesanal;80.00;1;1;R$ 240.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Linguado;Artesanal;46.00;2;2;R$ 828.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Mistura;Artesanal;55.00;4;3;R$ 125.95
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Pescada-branca;Artesanal;19.00;4;3;R$ 207.10
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Pescadas agrupadas;Artesanal;80.00;2;1;R$ 800.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Robalo-peva;Artesanal;92.00;4;3;R$ 1840.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Sardinha-verdadeira;Artesanal;20.00;1;1;R$ 140.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Sororoca;Artesanal;734.00;3;3;R$ 7340.00
2016;10;Matinhos;Matinhos;emalhe-de-superfície;Peixe Ósseo;Tainha;Artesanal;40.00;1;1;R$ 400.00
2016;10;Matinhos;Matinhos;emalhes-diversos;Peixe Ósseo;Robalo-flecha;Artesanal;3.00;1;1;R$ 90.00
2016;10;Matinhos;Matinhos;emalhes-diversos;Peixe Ósseo;Robalo-peva;Artesanal;8.00;1;1;R$ 160.00
2016;10;Paranaguá;Guaraqueçaba;arrasto-simples;Crustáceo;Camarão-sete-barbas;Artesanal;28.00;1;1;R$ 616.00
2016;10;Paranaguá;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Betara;Artesanal;17.00;1;1;R$ 102.00
2016;10;Paranaguá;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Linguado;Artesanal;1.70;1;1;R$ 34.00
2016;10;Paranaguá;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Parati;Artesanal;30.00;2;2;R$ 120.00
2016;10;Paranaguá;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Pescada-dentão;Artesanal;12.00;1;1;R$ 180.00
2016;10;Paranaguá;Guaraqueçaba;emalhe-de-superfície;Peixe Ósseo;Saguá;Artesanal;5.00;1;1;R$ 30.00
2016;10;Paranaguá;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Baiacú;Artesanal;74.00;1;1;R$ 740.00
2016;10;Paranaguá;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Mistura;Artesanal;20.00;1;1;R$ 60.00
2016;10;Paranaguá;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Tainha;Artesanal;51.90;2;2;R$ 512.10
2016;10;Paranaguá;Guaraqueçaba;emalhes-diversos;Peixe Ósseo;Tortinha;Artesanal;182.00;2;2;R$ 1856.00
2016;10;Paranaguá;Guaraqueçaba;espinhéis-diversos;Peixe Cartilaginoso;Raias agrupadas;Artesanal;50.00;1;1;R$ 125.00
2016;10;Paranaguá;Guaraqueçaba;espinhéis-diversos;Peixe Ósseo;Bagre-branco;Artesanal;50.00;1;1;R$ 400.00
2016;10;Paranaguá;Guaraqueçaba;extrativismo;Molusco;Ostra;Artesanal;193.13;3;3;R$ 1180.00
2016;10;Paranaguá;Guaraqueçaba;gaiola;Crustáceo;Siri-azul;Artesanal;318.20;2;1;R$ 9250.00
2016;10;Paranaguá;Guaraqueçaba;gaiola;Crustáceo;Siris agrupados;Artesanal;86.00;1;1;R$ 2500.00
2016;10;Paranaguá;Paranaguá;arrasto-duplo;Crustáceo;Camarão-sete-barbas;Artesanal;171.00;4;3;R$ 1462.00
2016;10;Paranaguá;Paranaguá;arrasto-simples;Crustáceo;Camarão-legítimo;Artesanal;25.00;1;1;R$ 875.00
2016;10;Paranaguá;Paranaguá;arrasto-simples;Crustáceo;Siris agrupados;Artesanal;5.50;1;1;R$ 165.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Crustáceo;Camarão-legítimo;Artesanal;2.00;1;1;R$ 65.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;Artesanal;3.00;1;1;R$ 24.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Betara;Artesanal;16.00;2;2;R$ 72.80
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Corvina;Artesanal;3.00;1;1;R$ 21.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Guaivira;Artesanal;15.00;1;1;R$ 76.50
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Maria-luíza;Artesanal;40.00;1;1;R$ 400.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Miraguaia;Artesanal;20.00;1;1;R$ 226.67
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Mistura;Artesanal;60.00;3;3;R$ 140.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Parati;Artesanal;30.00;1;1;R$ 112.50
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Paru;Artesanal;50.00;1;1;R$ 250.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;Artesanal;287.00;5;5;R$ 3402.00
2016;10;Paranaguá;Paranaguá;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;Artesanal;5.00;1;1;R$ 45.45
